Gender,Age,Verification,Sexual_orientation,Sexual_polarity,Looking_for,Last_login,Member_since,Number_of_Comments_in_public_forum,Number_of_offline_meetings_attended,Profile_pictures,Risk,Days,Total_chat_time,Friends
male,38.2,Non_Verified,Heterosexual,Dominant,Nobody,before_1216_days,2012-09-09,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,28.7,Non_Verified,Heterosexual,Switch,Nobody,before_1691_days,2012-09-09,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,44.3,Non_Verified,bicurious,Switch,Women,before_146_days,2012-09-09,0,0.0,1.0,unknown_risk,00,0 days 00:09:00.000000000,
male,25.0,Non_Verified,Heterosexual,Submisive,Nobody,before_9_days,2012-09-09,0,0.0,0.0,unknown_risk,00,0 days 07:13:00.000000000,
male,34.3,Non_Verified,Heterosexual,Dominant,Women,before_1693_days,2012-09-09,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,46.4,Non_Verified,bisexual,Dominant,Nobody,before_1722_days,2010-05-22,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,34.4,Non_Verified,Heterosexual,Submisive,Women,before_1085_days,2012-09-09,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,33.5,Non_Verified,Heterosexual,Submisive,Nobody,before_1693_days,2012-09-09,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,31.1,Non_Verified,Heterosexual,Dominant,Women,before_1693_days,2012-09-09,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,37.2,Non_Verified,bisexual,Submisive,Nobody,before_157_days,2012-09-09,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,42.8,Non_Verified,Heterosexual,Dominant,Nobody,before_1156_days,2012-09-09,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,47.0,Non_Verified,Heterosexual,Submisive,Women,before_1_days,2012-09-09,5,0.0,19.0,unknown_risk,00,0 days 01:02:00.000000000,
male,60.7,Non_Verified,bisexual,Dominant,Nobody,before_1693_days,2012-09-09,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,25.7,Non_Verified,Heterosexual,Submisive,Nobody,before_799_days,2012-09-09,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,1.0
male,55.6,Non_Verified,bisexual,Submisive,Nobody,before_1546_days,2012-09-09,0,0.0,0.0,unknown_risk,00,0 days 00:03:00.000000000,
female,35.9,Non_Verified,bisexual,Switch,Nobody,before_1682_days,2012-09-09,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,27.7,Non_Verified,bicurious,Dominant,Nobody,before_1571_days,2012-09-09,0,0.0,0.0,unknown_risk,00,0 days 00:29:00.000000000,
male,29.9,Non_Verified,Heterosexual,Submisive,Nobody,before_20_days,2012-10-09,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,40.4,Non_Verified,bicurious,Submisive,Nobody,before_1692_days,2012-10-09,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,39.3,Non_Verified,Heterosexual,Submisive,Nobody,before_1258_days,2012-10-09,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,30.2,Non_Verified,bicurious,Switch,Nobody,before_1692_days,2012-10-09,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,44.9,Non_Verified,Heterosexual,Submisive,Nobody,before_1686_days,2012-10-09,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,41.1,Non_Verified,bicurious,Submisive,Nobody,before_1596_days,2012-10-09,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,39.5,Non_Verified,Heterosexual,Submisive,Nobody,before_1030_days,2012-10-09,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,27.0,Non_Verified,bisexual,Submisive,Men_and_Women,before_1256_days,2012-10-09,0,0.0,1.0,unknown_risk,00,0 days 00:02:00.000000000,3.0
male,43.2,Non_Verified,bisexual,Submisive,Nobody,before_1276_days,2012-10-09,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,46.9,Verified,Heterosexual,Switch,Women,before_91_days,2012-10-09,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,42.5,Non_Verified,bisexual,Switch,Nobody,before_1692_days,2012-10-09,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,44.8,Non_Verified,Heterosexual,Submisive,Nobody,before_1185_days,2012-10-09,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,29.3,Non_Verified,Heterosexual,Submisive,Nobody,before_1468_days,2012-10-09,6,0.0,2.0,unknown_risk,00,0 days 16:01:00.000000000,1.0
male,56.9,Non_Verified,Heterosexual,Dominant,Women,before_534_days,2012-10-09,0,0.0,0.0,unknown_risk,00,0 days 00:12:00.000000000,
male,29.9,Non_Verified,Heterosexual,Dominant,Nobody,before_1692_days,2012-10-09,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,27.3,Non_Verified,Heterosexual,Dominant,Nobody_but_maybe,before_26_days,2012-10-09,26,0.0,1.0,unknown_risk,00,0 days 00:15:00.000000000,
female,35.2,Non_Verified,Heterosexual,Submisive,Nobody,before_6_days,2012-10-09,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,35.0,Non_Verified,Heterosexual,Submisive,Nobody,before_1692_days,2012-10-09,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,23.8,Non_Verified,Heterosexual,Switch,Nobody,before_1692_days,2012-10-09,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,35.2,Verified,Heterosexual,Submisive,Nobody_but_maybe,before_45_days,2012-10-09,0,0.0,0.0,unknown_risk,00,0 days 00:34:00.000000000,
male,50.0,Non_Verified,Heterosexual,Switch,Nobody_but_maybe,before_138_days,2012-10-09,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,23.8,Non_Verified,Heterosexual,Switch,Women,before_4_days,2012-10-09,74,0.0,0.0,unknown_risk,00,0 days 00:11:00.000000000,
male,27.9,Non_Verified,bicurious,Submisive,Nobody,before_1692_days,2012-10-09,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,39.6,Non_Verified,bisexual,Dominant,Nobody,before_1671_days,2012-10-09,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,44.5,Non_Verified,Heterosexual,Submisive,Nobody_but_maybe,before_1_days,2012-10-09,5,0.0,0.0,unknown_risk,00,0 days 21:31:00.000000000,2.0
male,26.7,Non_Verified,Heterosexual,Submisive,Nobody,before_1692_days,2012-10-09,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,37.8,Non_Verified,Heterosexual,Dominant,Nobody,before_1692_days,2012-10-09,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,37.7,Non_Verified,bisexual,Switch,Nobody,before_23_days,2012-10-09,0,0.0,0.0,unknown_risk,00,0 days 03:49:00.000000000,2.0
male,46.6,Non_Verified,Heterosexual,Dominant,Nobody,before_1535_days,2012-10-09,0,0.0,0.0,unknown_risk,00,0 days 04:20:00.000000000,1.0
male,31.1,Non_Verified,Heterosexual,Dominant,Women,before_5_days,2012-10-09,0,0.0,0.0,unknown_risk,04,0 days 07:12:00.000000000,6.0
male,28.8,Non_Verified,Heterosexual,Dominant,Nobody,before_608_days,2012-10-09,0,0.0,0.0,unknown_risk,00,0 days 07:07:00.000000000,1.0
male,41.6,Non_Verified,Heterosexual,Submisive,Nobody,before_1690_days,2012-11-09,0,0.0,0.0,unknown_risk,00,0 days 00:02:00.000000000,
male,38.0,Non_Verified,Homosexual,Submisive,Nobody,before_47_days,2012-11-09,0,0.0,1.0,unknown_risk,00,0 days 00:00:00.000000000,
male,39.8,Non_Verified,Heterosexual,Dominant,Women,before_1681_days,2012-11-09,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,47.4,Non_Verified,bicurious,Submisive,Nobody,before_1_days,2012-11-09,3,0.0,0.0,unknown_risk,00,0 days 01:03:00.000000000,1.0
male,33.9,Non_Verified,Heterosexual,Submisive,Nobody,before_1527_days,2012-11-09,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,32.3,Non_Verified,Heterosexual,Dominant,Women,before_1638_days,2012-11-09,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,40.0,Non_Verified,bisexual,Submisive,Nobody,before_1691_days,2012-11-09,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,32.2,Non_Verified,bisexual,Submisive,Women,before_1202_days,2012-11-09,0,0.0,0.0,unknown_risk,00,0 days 00:05:00.000000000,
male,24.6,Non_Verified,Heterosexual,Dominant,Nobody,before_1690_days,2012-11-09,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,27.3,Non_Verified,bicurious,Dominant,Nobody,before_1660_days,2012-11-09,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,48.5,Non_Verified,Heterosexual,Submisive,Nobody,before_1622_days,2012-11-09,0,0.0,0.0,unknown_risk,00,0 days 00:05:00.000000000,
male,26.5,Non_Verified,Heterosexual,Switch,Nobody,before_1687_days,2012-11-09,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,60.7,Non_Verified,Heterosexual,Dominant,Women,before_1645_days,2012-11-09,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,47.3,Non_Verified,Heterosexual,Submisive,Nobody,before_667_days,2012-11-09,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,39.9,Non_Verified,Heterosexual,Dominant,Nobody,before_3_days,2010-05-23,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,37.3,Non_Verified,bicurious,Dominant,Women,before_1688_days,2012-11-09,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,35.6,Non_Verified,Heterosexual,Dominant,Nobody,before_525_days,2012-12-09,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,57.1,Non_Verified,Heterosexual,Switch,Nobody,before_1690_days,2012-12-09,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,25.7,Non_Verified,Heterosexual,Switch,Nobody,before_1690_days,2012-12-09,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,44.3,Non_Verified,Heterosexual,Dominant,Nobody,before_1690_days,2012-12-09,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,37.8,Non_Verified,Heterosexual,Dominant,Nobody,before_1690_days,2012-12-09,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,44.7,Non_Verified,Heterosexual,Switch,Women,before_425_days,2012-12-09,0,0.0,1.0,unknown_risk,00,0 days 01:15:00.000000000,
male,35.4,Non_Verified,Heterosexual,Submisive,Nobody,before_1327_days,2012-12-09,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,41.1,Non_Verified,Homosexual,Switch,Nobody,before_1127_days,2012-12-09,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,1.0
male,34.1,Non_Verified,Heterosexual,Submisive,Nobody,before_1690_days,2012-12-09,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,63.0,Non_Verified,Heterosexual,Dominant,,before_1_days,2012-12-09,100,0.0,1.0,unknown_risk,00,0 days 00:00:00.000000000,
male,36.8,Non_Verified,bisexual,Submisive,Nobody,before_23_days,2012-12-09,0,0.0,0.0,unknown_risk,00,0 days 08:48:00.000000000,
male,43.9,Non_Verified,Heterosexual,Dominant,Women,before_21_days,2012-12-09,0,0.0,0.0,unknown_risk,00,0 days 01:37:00.000000000,3.0
male,36.0,Non_Verified,Heterosexual,Submisive,Nobody,before_108_days,2012-12-09,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,37.9,Non_Verified,Heterosexual,Dominant,Nobody,before_1633_days,2012-12-09,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,1.0
male,52.1,Non_Verified,Heterosexual,Switch,Nobody,before_1690_days,2012-12-09,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,22.0,Non_Verified,Homosexual,Submisive,Nobody,before_515_days,2012-12-09,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,43.2,Non_Verified,Heterosexual,Switch,Women,before_29_days,2012-12-09,3,0.0,2.0,unknown_risk,00,0 days 01:22:00.000000000,1.0
male,47.0,Non_Verified,Heterosexual,Dominant,Nobody,before_1664_days,2012-12-09,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,23.2,Non_Verified,Heterosexual,Switch,Women,before_334_days,2012-12-09,0,0.0,1.0,unknown_risk,00,0 days 00:00:00.000000000,2.0
male,38.2,Non_Verified,Heterosexual,Switch,Women,before_1057_days,2012-12-09,0,0.0,0.0,unknown_risk,00,0 days 00:57:00.000000000,
female,42.5,Non_Verified,Heterosexual,Dominant,Nobody,before_1075_days,2012-12-09,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,30.3,Non_Verified,bicurious,Submisive,Women,before_34_days,2012-12-09,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,47.0,Non_Verified,Heterosexual,Dominant,Nobody,before_50_days,2012-12-09,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,36.9,Non_Verified,bisexual,Submisive,Nobody,before_1687_days,2012-12-09,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,35.1,Non_Verified,Heterosexual,Dominant,Nobody,before_1244_days,2012-09-13,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,42.3,Non_Verified,Heterosexual,Submisive,Women,before_31_days,2012-09-13,0,0.0,0.0,unknown_risk,00,0 days 02:24:00.000000000,
female,36.3,Non_Verified,bicurious,Switch,Nobody_but_maybe,before_1367_days,2012-09-13,3,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,37.7,Non_Verified,bicurious,Switch,Men_and_Women,before_85_days,2012-09-13,0,0.0,2.0,unknown_risk,00,0 days 00:00:00.000000000,
male,56.7,Non_Verified,Heterosexual,Dominant,Nobody,before_1592_days,2012-09-13,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,43.9,Non_Verified,Heterosexual,Dominant,Nobody,before_2383_days,2010-05-24,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,35.3,Non_Verified,Heterosexual,Dominant,Nobody,before_545_days,2012-09-13,0,0.0,0.0,unknown_risk,02,0 days 23:08:00.000000000,
male,46.8,Non_Verified,bisexual,Submisive,Nobody,before_15_days,2012-09-13,0,0.0,0.0,unknown_risk,00,0 days 02:32:00.000000000,
male,44.9,Non_Verified,Heterosexual,Dominant,Women,before_3_days,2012-09-13,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,46.7,Non_Verified,Heterosexual,Dominant,Women,before_1_days,2012-09-13,0,0.0,0.0,unknown_risk,00,0 days 00:30:00.000000000,
male,39.4,Non_Verified,bicurious,Dominant,Nobody,before_1689_days,2012-09-13,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,44.1,Non_Verified,Heterosexual,Dominant,Women,before_595_days,2012-09-13,0,0.0,30.0,unknown_risk,00,0 days 00:07:00.000000000,2.0
male,33.3,Non_Verified,Homosexual,Submisive,Nobody,before_2_days,2012-09-13,9,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,42.7,Non_Verified,bisexual,Dominant,Nobody,before_15_days,2012-09-13,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,2.0
male,84.1,Non_Verified,Heterosexual,Dominant,Nobody,before_1689_days,2012-09-13,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,43.7,Non_Verified,bisexual,Submisive,Men,before_9_days,2012-09-13,0,0.0,0.0,unknown_risk,00,0 days 00:38:00.000000000,2.0
male,32.0,Non_Verified,Heterosexual,Dominant,Nobody,before_790_days,2012-09-13,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,37.9,Non_Verified,Heterosexual,Dominant,Nobody,before_1689_days,2012-09-13,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,51.1,Non_Verified,Heterosexual,Dominant,Women,before_1079_days,2012-09-13,0,0.0,0.0,unknown_risk,00,0 days 00:17:00.000000000,1.0
female,36.2,Non_Verified,Heterosexual,Submisive,Nobody,before_230_days,2012-09-13,5,0.0,0.0,unknown_risk,00,0 days 14:55:00.000000000,
male,40.8,Non_Verified,Heterosexual,Submisive,Men_and_Women,before_1689_days,2012-09-13,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,54.2,Non_Verified,Heterosexual,Submisive,Nobody,before_1671_days,2012-09-13,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,27.3,Non_Verified,Heterosexual,Submisive,Nobody,before_1689_days,2012-09-13,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,34.2,Non_Verified,Heterosexual,Dominant,Nobody,before_1601_days,2012-09-13,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,37.2,Non_Verified,Heterosexual,Dominant,Nobody,before_1688_days,2012-09-14,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,29.7,Non_Verified,Homosexual,Submisive,Nobody,before_1599_days,2012-09-14,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,59.0,Non_Verified,Heterosexual,Dominant,Nobody,before_1571_days,2012-09-14,0,0.0,0.0,unknown_risk,00,0 days 00:25:00.000000000,
male,28.0,Non_Verified,Heterosexual,Switch,Nobody,before_131_days,2012-09-14,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,1.0
female,41.6,Non_Verified,Homosexual,Submisive,Women,before_1282_days,2012-09-14,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,37.2,Non_Verified,Heterosexual,Dominant,Nobody,before_1688_days,2012-09-14,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,47.3,Non_Verified,Heterosexual,Switch,Women,before_1558_days,2012-09-14,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,26.9,Non_Verified,bisexual,Dominant,Nobody,before_1688_days,2012-09-14,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,53.2,Non_Verified,Heterosexual,Dominant,Nobody,before_1688_days,2012-09-14,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,36.3,Non_Verified,Heterosexual,Switch,Nobody,before_1687_days,2012-09-14,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,43.6,Non_Verified,Heterosexual,Submisive,Nobody,before_1844_days,2009-11-11,1,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,42.4,Non_Verified,Heterosexual,Dominant,Nobody,before_1583_days,2012-09-14,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,36.0,Non_Verified,Heterosexual,Switch,Nobody,before_1663_days,2012-09-14,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,23.1,Non_Verified,Heterosexual,Submisive,Nobody,before_1688_days,2012-09-14,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,27.3,Non_Verified,Heterosexual,Dominant,Nobody,before_810_days,2012-09-14,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,23.3,Non_Verified,Heterosexual,Dominant,Nobody,before_1332_days,2012-09-14,0,0.0,0.0,unknown_risk,00,0 days 00:05:00.000000000,
male,48.1,Non_Verified,bisexual,Switch,Nobody,before_1688_days,2012-09-14,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,42.0,Non_Verified,bisexual,Submisive,Men_and_Women,before_8_days,2012-09-14,0,0.0,2.0,unknown_risk,00,0 days 00:00:00.000000000,
male,27.2,Non_Verified,bisexual,Dominant,Nobody,before_1688_days,2012-09-14,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,32.5,Non_Verified,Heterosexual,Submisive,Nobody,before_1688_days,2012-09-14,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,26.7,Non_Verified,Heterosexual,Switch,Nobody,before_1583_days,2012-09-14,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,28.0,Non_Verified,Heterosexual,Submisive,Nobody,before_529_days,2012-09-15,0,0.0,0.0,unknown_risk,00,0 days 00:04:00.000000000,
male,41.3,Non_Verified,Heterosexual,Dominant,Women,before_1177_days,2012-09-15,7,0.0,0.0,unknown_risk,00,0 days 08:38:00.000000000,
male,29.3,Non_Verified,Heterosexual,Submisive,Nobody,before_1687_days,2012-09-15,0,0.0,1.0,unknown_risk,00,0 days 00:00:00.000000000,
male,25.2,Non_Verified,Heterosexual,Switch,Women,before_290_days,2012-09-15,0,0.0,0.0,unknown_risk,00,0 days 00:10:00.000000000,
male,31.3,Non_Verified,Heterosexual,Dominant,Nobody_but_maybe,before_3_days,2010-05-25,0,0.0,0.0,unknown_risk,00,0 days 01:09:00.000000000,
male,42.5,Non_Verified,Heterosexual,Switch,Nobody,before_853_days,2012-09-15,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,33.9,Non_Verified,bisexual,Dominant,Nobody_but_maybe,before_123_days,2012-09-15,1,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,40.4,Non_Verified,Heterosexual,Switch,Nobody,before_120_days,2012-09-15,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,47.1,Non_Verified,Heterosexual,Submisive,Nobody,before_958_days,2012-09-15,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,32.0,Non_Verified,bisexual,Submisive,Men,before_1499_days,2012-09-15,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,25.6,Non_Verified,bisexual,Switch,Nobody,before_1685_days,2012-09-15,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,38.8,Non_Verified,Heterosexual,Switch,Nobody,before_1537_days,2012-09-15,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,26.7,Non_Verified,Homosexual,Switch,Men,before_110_days,2010-05-25,1,0.0,0.0,unknown_risk,00,0 days 00:03:00.000000000,1.0
male,29.7,Non_Verified,bicurious,Submisive,Nobody,before_1479_days,2012-09-15,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,38.5,Non_Verified,Heterosexual,Submisive,Nobody,before_1687_days,2012-09-15,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,65.9,Non_Verified,bisexual,Dominant,Nobody,before_1358_days,2012-09-15,0,0.0,0.0,unknown_risk,00,0 days 00:09:00.000000000,
female,25.3,Non_Verified,Heterosexual,Submisive,Nobody,before_1687_days,2012-09-15,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,22.2,Non_Verified,Heterosexual,Submisive,Women,before_7_days,2012-09-15,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,39.9,Non_Verified,Heterosexual,Submisive,Nobody,before_1639_days,2012-09-16,0,0.0,0.0,unknown_risk,00,0 days 00:02:00.000000000,
female,43.9,Non_Verified,Heterosexual,Submisive,Nobody,before_299_days,2012-09-16,0,0.0,0.0,unknown_risk,00,0 days 01:26:00.000000000,1.0
female,27.6,Non_Verified,bisexual,Submisive,Nobody,before_1686_days,2012-09-16,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,47.0,Non_Verified,Heterosexual,Submisive,Women,before_1_days,2012-09-16,0,0.0,0.0,unknown_risk,00,0 days 00:40:00.000000000,1.0
male,47.0,Non_Verified,Heterosexual,Submisive,Nobody,before_26_days,2012-09-16,6,0.0,0.0,unknown_risk,00,0 days 00:26:00.000000000,1.0
male,42.5,Non_Verified,bisexual,Submisive,Nobody,before_1599_days,2012-09-16,0,0.0,1.0,unknown_risk,00,0 days 00:31:00.000000000,
male,35.3,Non_Verified,Heterosexual,Dominant,Nobody,before_1686_days,2012-09-16,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,29.1,Non_Verified,Heterosexual,Switch,Men,before_1600_days,2012-09-16,0,0.0,0.0,unknown_risk,00,0 days 20:55:00.000000000,
male,30.5,Non_Verified,Heterosexual,Submisive,Women,before_14_days,2012-09-16,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,33.1,Non_Verified,Heterosexual,Dominant,Nobody,before_487_days,2012-09-16,8,0.0,0.0,unknown_risk,00,0 days 00:01:00.000000000,1.0
male,30.9,Non_Verified,Heterosexual,Submisive,Nobody,before_1681_days,2012-09-16,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,29.3,Non_Verified,Heterosexual,Dominant,Women,before_1397_days,2012-09-16,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,33.3,Non_Verified,Heterosexual,Dominant,Nobody,before_1421_days,2012-09-16,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,40.2,Non_Verified,Heterosexual,Dominant,Nobody,before_1005_days,2012-09-16,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,54.6,Non_Verified,Heterosexual,Submisive,Nobody,before_1686_days,2012-09-16,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,24.4,Non_Verified,bisexual,Submisive,Men_and_Women,before_1681_days,2012-09-16,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,31.9,Non_Verified,Heterosexual,Dominant,Women,before_13_days,2012-09-16,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
