,gender,sexuallity,age,race,bodyweight,virgin,prostitution_legal,pay_for_sex,friends,social_fear,edu_level
0,Male,Straight,35,White non-Hispanic,Normal weight,Yes,No,No,0,Yes,Associate degree
1,Male,Bisexual,21,White non-Hispanic,Underweight,Yes,No,No,0,Yes,"Some college, no degree"
2,Male,Straight,22,White non-Hispanic,Overweight,Yes,No,No,10,Yes,"Some college, no degree"
3,Male,Straight,19,White non-Hispanic,Overweight,Yes,Yes,No,8,Yes,"Some college, no degree"
4,Male,Straight,23,White non-Hispanic,Overweight,No,No,Yes and I have,10,No,"High school graduate, diploma or the equivalent (for example: GED)"
5,Male,Straight,24,White non-Hispanic,Normal weight,Yes,No,Yes but I haven't,2,Yes,Bachelor’s degree
6,Male,Straight,22,White non-Hispanic,Underweight,Yes,No,No,2,Yes,"High school graduate, diploma or the equivalent (for example: GED)"
7,Female,Gay/Lesbian,24,White non-Hispanic,Normal weight,Yes,No,No,10,Yes,Trade/technical/vocational training
8,Male,Straight,20,White non-Hispanic,Overweight,Yes,No,Yes but I haven't,0,Yes,"Some college, no degree"
9,Male,Straight,33,White non-Hispanic,Overweight,No,No,Yes but I haven't,6,Yes,Master’s degree
10,Female,Straight,32,Hispanic (of any race),Overweight,Yes,No,No,5,No,Bachelor’s degree
11,Male,Straight,25,Asian,Normal weight,Yes,No,No,0,Yes,"Some college, no degree"
12,Male,Straight,24,White non-Hispanic,Normal weight,No,No,Yes but I haven't,20,No,"Some college, no degree"
13,Female,Straight,23,White non-Hispanic,Normal weight,Yes,No,Yes but I haven't,1,Yes,"High school graduate, diploma or the equivalent (for example: GED)"
14,Male,Straight,22,Hispanic (of any race),Normal weight,Yes,No,Yes but I haven't,0,No,Bachelor’s degree
15,Male,Straight,23,White non-Hispanic,Underweight,Yes,Yes,No,6,No,"High school graduate, diploma or the equivalent (for example: GED)"
16,Female,Straight,29,white and asian,Normal weight,Yes,No,Yes but I haven't,5,Yes,Bachelor’s degree
17,Male,Straight,21,Asian,Normal weight,No,No,No,12,No,Bachelor’s degree
18,Male,Straight,17,White non-Hispanic,Overweight,Yes,Yes,No,5,Yes,"Some high school, no diploma"
19,Male,Straight,29,caucasian,Normal weight,Yes,No,Yes but I haven't,1,Yes,"High school graduate, diploma or the equivalent (for example: GED)"
20,Male,Straight,32,White non-Hispanic,Normal weight,Yes,Yes,No,10,Yes,Bachelor’s degree
21,Female,Straight,20,White non-Hispanic,Normal weight,Yes,No,No,8,Yes,"Some college, no degree"
22,Male,Straight,24,Hispanic (of any race),Normal weight,Yes,No,No,40,Yes,"Some high school, no diploma"
23,Male,Straight,20,White non-Hispanic,Normal weight,Yes,No,No,10,No,Bachelor’s degree
24,Male,Straight,21,White non-Hispanic,Normal weight,Yes,No,No,5,Yes,"High school graduate, diploma or the equivalent (for example: GED)"
25,Female,Straight,17,White non-Hispanic,Underweight,Yes,No,No,5,Yes,"Some high school, no diploma"
26,Male,Straight,24,White non-Hispanic,Normal weight,No,Yes,No,3,No,Trade/technical/vocational training
27,Male,Straight,17,White non-Hispanic,Normal weight,Yes,No,No,5,Yes,"Some high school, no diploma"
28,Female,Straight,28,Asian,Normal weight,Yes,Yes,No,1,Yes,Bachelor’s degree
29,Male,Straight,19,White non-Hispanic,Underweight,Yes,No,No,0,Yes,"Some college, no degree"
30,Male,Straight,17,Asian,Underweight,Yes,Yes,No,5,Yes,"Some high school, no diploma"
31,Male,Straight,25,White non-Hispanic,Underweight,Yes,Yes,No,6,Yes,Bachelor’s degree
32,Male,Straight,17,White non-Hispanic,Underweight,Yes,No,Yes but I haven't,5,Yes,"High school graduate, diploma or the equivalent (for example: GED)"
33,Male,Straight,23,White non-Hispanic,Normal weight,No,No,Yes but I haven't,13,No,"High school graduate, diploma or the equivalent (for example: GED)"
34,Male,Straight,26,White non-Hispanic,Overweight,Yes,No,No,6,No,"High school graduate, diploma or the equivalent (for example: GED)"
35,Male,Straight,26,White non-Hispanic,Normal weight,No,No,No,3,Yes,Doctorate degree
36,Male,Straight,23,White non-Hispanic,Normal weight,No,No,Yes but I haven't,15,Yes,Bachelor’s degree
37,Male,Straight,25,Asian,Overweight,Yes,Yes,Yes but I haven't,8,Yes,Bachelor’s degree
38,Male,Straight,18,White non-Hispanic,Normal weight,Yes,No,No,17,No,"Some college, no degree"
39,Male,Straight,19,White non-Hispanic,Normal weight,No,No,No,40,No,Professional degree
40,Male,Straight,19,Asian,Normal weight,Yes,No,No,15,No,Bachelor’s degree
41,Female,Straight,55,White non-Hispanic,Overweight,No,No,No,0,No,Bachelor’s degree
42,Male,Straight,35,White non-Hispanic,Normal weight,No,No,Yes but I haven't,5,No,Bachelor’s degree
43,Male,Straight,24,White non-Hispanic,Overweight,Yes,No,Yes but I haven't,2,No,"High school graduate, diploma or the equivalent (for example: GED)"
44,Male,Straight,22,Black,Normal weight,Yes,No,No,0,Yes,"High school graduate, diploma or the equivalent (for example: GED)"
45,Female,Straight,23,White non-Hispanic,Normal weight,Yes,No,No,1,Yes,Master’s degree
46,Male,Straight,20,White non-Hispanic,Normal weight,Yes,No,No,5,No,"Some college, no degree"
47,Male,Straight,25,White non-Hispanic,Underweight,Yes,No,No,0,Yes,"Some college, no degree"
48,Male,Bisexual,18,White non-Hispanic,Normal weight,Yes,No,Yes but I haven't,10,Yes,"High school graduate, diploma or the equivalent (for example: GED)"
49,Male,Straight,29,White non-Hispanic,Overweight,Yes,No,Yes but I haven't,3,Yes,Bachelor’s degree
50,Male,Bisexual,24,White non-Hispanic,Normal weight,Yes,Yes,No,1,Yes,"Some college, no degree"
51,Female,Bisexual,23,White non-Hispanic,Normal weight,No,No,No,4,Yes,"Some college, no degree"
52,Male,Straight,22,White non-Hispanic,Normal weight,Yes,No,No,3,Yes,"Some college, no degree"
53,Male,Straight,25,White non-Hispanic,Normal weight,Yes,No,Yes but I haven't,6,No,Master’s degree
54,Male,Straight,18,Black,Overweight,Yes,Yes,Yes but I haven't,0,Yes,"High school graduate, diploma or the equivalent (for example: GED)"
55,Male,Straight,19,White non-Hispanic,Underweight,Yes,No,Yes but I haven't,10,Yes,"Some college, no degree"
56,Male,Straight,33,Hispanic (of any race),Underweight,No,No,Yes but I haven't,7,Yes,"High school graduate, diploma or the equivalent (for example: GED)"
57,Male,Straight,23,White non-Hispanic,Overweight,Yes,No,No,1,Yes,Bachelor’s degree
58,Female,Straight,21,White non-Hispanic,Normal weight,Yes,No,No,0,Yes,"Some college, no degree"
59,Male,Straight,22,Hispanic (of any race),Normal weight,Yes,Yes,No,1,Yes,Bachelor’s degree
60,Male,Straight,24,White non-Hispanic,Overweight,Yes,No,No,20,No,Bachelor’s degree
61,Transgender male,Straight,21,White non-Hispanic,Normal weight,Yes,Yes,No,4,Yes,"Some college, no degree"
62,Male,Gay/Lesbian,25,White non-Hispanic,Normal weight,Yes,No,No,0,No,Bachelor’s degree
63,Male,Straight,20,White non-Hispanic,Normal weight,Yes,Yes,Yes but I haven't,1,No,"High school graduate, diploma or the equivalent (for example: GED)"
64,Male,Straight,16,White non-Hispanic,Underweight,Yes,No,Yes but I haven't,8,Yes,"Some high school, no diploma"
65,Male,Straight,22,Middle Eastern,Normal weight,No,No,No,6,Yes,"Some college, no degree"
66,Male,Straight,20,White non-Hispanic,Overweight,Yes,No,No,4,No,"Some college, no degree"
67,Male,Straight,28,White non-Hispanic,Underweight,Yes,No,Yes but I haven't,0,Yes,"High school graduate, diploma or the equivalent (for example: GED)"
68,Male,Straight,21,White non-Hispanic,Normal weight,Yes,No,No,0,Yes,"Some college, no degree"
69,Male,Straight,24,Asian,Overweight,Yes,No,No,8,No,Master’s degree
70,Male,Straight,38,White non-Hispanic,Overweight,No,No,No,0,Yes,"High school graduate, diploma or the equivalent (for example: GED)"
71,Male,Straight,24,half Arab,Overweight,Yes,Yes,No,4,No,"High school graduate, diploma or the equivalent (for example: GED)"
72,Female,Straight,26,White non-Hispanic,Underweight,Yes,No,No,5,Yes,Bachelor’s degree
73,Male,Straight,25,White non-Hispanic,Normal weight,Yes,No,Yes but I haven't,0,Yes,Bachelor’s degree
74,Male,Straight,45,White non-Hispanic,Normal weight,No,No,No,0,Yes,"Some college, no degree"
75,Male,Straight,28,White non-Hispanic,Normal weight,Yes,No,No,12,Yes,Bachelor’s degree
76,Male,Straight,21,Hispanic (of any race),Normal weight,Yes,No,No,0,Yes,"Some college, no degree"
77,Male,Straight,25,Asian,Normal weight,Yes,No,No,2,Yes,Master’s degree
78,Male,Straight,24,White non-Hispanic,Normal weight,No,No,No,5,No,Bachelor’s degree
79,Male,Straight,19,White non-Hispanic,Normal weight,Yes,No,Yes but I haven't,2,Yes,"Some college, no degree"
80,Male,Straight,29,Black,Overweight,Yes,No,Yes but I haven't,6,Yes,"Some college, no degree"
81,Male,Straight,25,White non-Hispanic,Normal weight,No,No,No,4,Yes,Bachelor’s degree
82,Male,Straight,20,White non-Hispanic,Normal weight,Yes,No,No,10,No,Bachelor’s degree
83,Male,Straight,23,White non-Hispanic,Normal weight,Yes,No,No,0,Yes,"High school graduate, diploma or the equivalent (for example: GED)"
84,Male,Straight,30,Hispanic (of any race),Underweight,No,No,Yes but I haven't,1,Yes,"Some college, no degree"
85,Male,Straight,15,White non-Hispanic,Normal weight,Yes,No,No,9,No,"Some high school, no diploma"
86,Female,Straight,28,Black,Obese,Yes,Yes,No,0,Yes,Associate degree
87,Male,Straight,18,White non-Hispanic,Overweight,Yes,No,Yes but I haven't,5,Yes,"Some college, no degree"
88,Male,Straight,25,White non-Hispanic,Normal weight,Yes,No,Yes but I haven't,30,No,Trade/technical/vocational training
89,Male,Straight,29,Hispanic (of any race),Normal weight,Yes,No,No,4,No,"Some college, no degree"
90,Male,Straight,30,Hispanic (of any race),Overweight,Yes,No,No,5,No,Bachelor’s degree
91,Male,Straight,24,White non-Hispanic,Normal weight,Yes,No,Yes but I haven't,3,Yes,Bachelor’s degree
92,Male,Straight,23,White non-Hispanic,Overweight,Yes,No,No,100,No,Bachelor’s degree
93,Male,Straight,34,White non-Hispanic,Obese,Yes,No,Yes but I haven't,0,Yes,"High school graduate, diploma or the equivalent (for example: GED)"
94,Male,Straight,23,White non-Hispanic,Overweight,Yes,No,No,0,Yes,Bachelor’s degree
95,Male,Straight,22,White non-Hispanic,Normal weight,No,No,No,3,Yes,"Some college, no degree"
96,Male,Straight,23,Hispanic (of any race),Normal weight,No,Yes,Yes and I have,20,Yes,Bachelor’s degree
97,Male,Straight,30,White non-Hispanic,Normal weight,Yes,No,No,10,Yes,"High school graduate, diploma or the equivalent (for example: GED)"
98,Male,Bisexual,19,White non-Hispanic,Overweight,Yes,No,No,0,Yes,"Some college, no degree"
99,Male,Straight,19,White non-Hispanic,Normal weight,Yes,No,No,6,Yes,"Some college, no degree"
100,Male,Straight,21,White non-Hispanic,Normal weight,No,Yes,No,6,No,"High school graduate, diploma or the equivalent (for example: GED)"
101,Male,Straight,16,Hispanic (of any race),Overweight,Yes,No,No,0,Yes,"Some high school, no diploma"
102,Female,Straight,25,White non-Hispanic,Normal weight,No,No,No,2,No,"Some college, no degree"
103,Male,Straight,19,White non-Hispanic,Overweight,Yes,No,No,6,Yes,"High school graduate, diploma or the equivalent (for example: GED)"
104,Female,Bisexual,26,Hispanic (of any race),Normal weight,No,No,No,2,Yes,Master’s degree
105,Male,Straight,32,White non-Hispanic,Overweight,Yes,No,No,5,Yes,Bachelor’s degree
106,Male,Straight,28,White non-Hispanic,Normal weight,Yes,No,No,0,Yes,"Some college, no degree"
107,Male,Straight,23,White non-Hispanic,Normal weight,Yes,Yes,No,4,No,"Some college, no degree"
108,Female,Straight,18,Asian,Normal weight,Yes,Yes,No,10,Yes,Bachelor’s degree
109,Male,Straight,22,Asian,Normal weight,Yes,No,No,0,Yes,Bachelor’s degree
110,Male,Straight,25,Black,Overweight,Yes,No,Yes but I haven't,2,Yes,"High school graduate, diploma or the equivalent (for example: GED)"
111,Male,Straight,19,Asian,Normal weight,Yes,No,Yes but I haven't,1,No,Bachelor’s degree
112,Male,Straight,21,White non-Hispanic,Normal weight,Yes,No,Yes but I haven't,0,Yes,Bachelor’s degree
113,Female,Straight,17,Asian,Underweight,Yes,No,No,16,No,"High school graduate, diploma or the equivalent (for example: GED)"
114,Female,Bisexual,38,White non-Hispanic,Normal weight,No,No,No,0,Yes,Bachelor’s degree
115,Male,Straight,23,Hispanic (of any race),Normal weight,Yes,No,Yes but I haven't,15,No,Bachelor’s degree
116,Male,Straight,21,White non-Hispanic,Underweight,Yes,No,No,3,No,"Some college, no degree"
117,Male,Straight,19,White non-Hispanic,Underweight,Yes,No,No,0,Yes,"High school graduate, diploma or the equivalent (for example: GED)"
118,Male,Straight,19,White non-Hispanic,Normal weight,Yes,Yes,No,2,Yes,"High school graduate, diploma or the equivalent (for example: GED)"
119,Male,Straight,21,White non-Hispanic,Underweight,Yes,No,Yes but I haven't,1,No,Trade/technical/vocational training
120,Male,Bisexual,23,White non-Hispanic,Normal weight,Yes,No,Yes but I haven't,4,No,"Some college, no degree"
121,Male,Straight,20,White non-Hispanic,Underweight,Yes,No,No,5,Yes,"Some college, no degree"
122,Male,Straight,20,White non-Hispanic,Obese,Yes,No,No,3,Yes,"Some college, no degree"
123,Male,Straight,21,White non-Hispanic,Underweight,Yes,Yes,No,0,Yes,"High school graduate, diploma or the equivalent (for example: GED)"
124,Male,Bisexual,17,White non-Hispanic,Underweight,Yes,No,No,2,No,"Some college, no degree"
125,Male,Straight,28,White non-Hispanic,Normal weight,Yes,No,No,4,Yes,Bachelor’s degree
126,Male,Bisexual,20,White non-Hispanic,Overweight,Yes,No,Yes but I haven't,3,No,"Some college, no degree"
127,Male,Bisexual,22,White non-Hispanic,Normal weight,Yes,No,No,2,Yes,"Some college, no degree"
128,Male,Straight,70,White non-Hispanic,Obese,No,No,No,5,No,Doctorate degree
129,Male,Straight,28,White non-Hispanic,Underweight,Yes,No,Yes but I haven't,0,Yes,Trade/technical/vocational training
130,Male,Straight,30,Mixed race,Underweight,No,No,No,12,Yes,"Some college, no degree"
131,Male,Straight,24,White non-Hispanic,Normal weight,Yes,Yes,No,3,Yes,"Some high school, no diploma"
132,Male,Straight,26,White non-Hispanic,Normal weight,No,No,No,20,Yes,Professional degree
133,Male,Straight,21,White non-Hispanic,Normal weight,Yes,No,No,6,No,"Some college, no degree"
134,Male,Straight,34,Asian,Normal weight,No,No,No,5,No,Professional degree
135,Male,Straight,22,Hispanic (of any race),Underweight,Yes,No,Yes but I haven't,6,Yes,"Some college, no degree"
136,Male,Straight,29,White non-Hispanic,Normal weight,Yes,Yes,No,0,No,Bachelor’s degree
137,Male,Straight,29,Pakistani,Overweight,Yes,No,Yes but I haven't,18,No,"High school graduate, diploma or the equivalent (for example: GED)"
138,Male,Straight,24,White non-Hispanic,Normal weight,Yes,Yes,No,1,No,Bachelor’s degree
139,Male,Straight,30,White non-Hispanic,Overweight,Yes,No,No,1,Yes,Doctorate degree
140,Male,Straight,19,White non-Hispanic,Overweight,Yes,No,No,4,Yes,"Some college, no degree"
141,Male,Straight,28,White non-Hispanic,Underweight,Yes,Yes,No,2,Yes,Bachelor’s degree
142,Female,Bisexual,19,White non-Hispanic,Normal weight,Yes,Yes,No,1,Yes,"Some high school, no diploma"
143,Male,Straight,19,White non-Hispanic,Overweight,Yes,Yes,No,0,No,"Some college, no degree"
144,Female,Straight,25,Asian,Underweight,No,No,No,17,No,Bachelor’s degree
145,Female,Bisexual,21,Hispanic (of any race),Normal weight,No,No,No,10,Yes,"Some college, no degree"
146,Male,Straight,35,White non-Hispanic,Overweight,No,Yes,Yes and I have,3,Yes,Bachelor’s degree
147,Female,Straight,21,Asian,Normal weight,Yes,No,No,5,Yes,Bachelor’s degree
148,Male,Straight,24,Black,Normal weight,Yes,No,Yes and I have,5,Yes,"Some college, no degree"
149,Male,Straight,18,White non-Hispanic,Normal weight,Yes,Yes,Yes but I haven't,5,No,"High school graduate, diploma or the equivalent (for example: GED)"
150,Female,Bisexual,12,helicopterkin,Obese,No,Yes,No,15,No,"Some high school, no diploma"
151,Female,Straight,23,White non-Hispanic,Normal weight,No,No,No,3,Yes,Bachelor’s degree
152,Male,Straight,29,Black,Overweight,Yes,No,Yes but I haven't,6,Yes,"Some college, no degree"
153,Male,Straight,24,White non-Hispanic,Normal weight,No,No,Yes and I have,20,Yes,Bachelor’s degree
154,Male,Straight,30,White non-Hispanic,Underweight,Yes,No,No,1,Yes,Doctorate degree
155,Male,Straight,21,White non-Hispanic,Normal weight,Yes,Yes,No,3,Yes,"Some college, no degree"
156,Male,Straight,18,Asian,Underweight,Yes,No,Yes but I haven't,3,Yes,"High school graduate, diploma or the equivalent (for example: GED)"
157,Male,Straight,22,Hispanic (of any race),Overweight,Yes,No,Yes but I haven't,2,Yes,Associate degree
158,Male,Straight,22,White non-Hispanic,Overweight,Yes,No,No,3,Yes,"Some college, no degree"
159,Male,Straight,26,White non-Hispanic,Overweight,Yes,No,Yes but I haven't,1,Yes,Associate degree
160,Male,Straight,20,Hispanic (of any race),Overweight,Yes,No,No,1,Yes,"Some college, no degree"
161,Male,Straight,17,Hispanic (of any race),Normal weight,Yes,Yes,No,6,No,"Some high school, no diploma"
162,Male,Straight,20,White non-Hispanic,Underweight,Yes,No,No,1,Yes,"High school graduate, diploma or the equivalent (for example: GED)"
163,Male,Straight,28,Middle Eastern,Normal weight,Yes,Yes,No,10,No,Bachelor’s degree
164,Male,Straight,36,Asian,Normal weight,No,No,Yes and I have,80,No,Bachelor’s degree
165,Female,Straight,26,White non-Hispanic,Obese,Yes,No,No,2,Yes,Bachelor’s degree
166,Male,Straight,28,White non-Hispanic,Overweight,Yes,Yes,No,0,Yes,"Some college, no degree"
167,Male,Straight,21,Asian,Normal weight,Yes,No,No,1,No,Master’s degree
168,Male,Straight,21,Asian,Normal weight,Yes,Yes,No,5,Yes,Bachelor’s degree
169,Male,Straight,23,White non-Hispanic,Normal weight,Yes,Yes,Yes but I haven't,1,Yes,Bachelor’s degree
170,Male,Straight,23,White non-Hispanic,Underweight,Yes,No,No,0,Yes,Associate degree
171,Male,Bisexual,23,White non-Hispanic,Normal weight,No,No,Yes but I haven't,10,Yes,"Some college, no degree"
172,Male,Straight,28,White non-Hispanic,Normal weight,No,No,No,5,Yes,"Some high school, no diploma"
173,Male,Straight,31,White non-Hispanic,Normal weight,Yes,No,No,0,No,"Some high school, no diploma"
174,Male,Straight,19,Asian,Normal weight,Yes,Yes,No,1,Yes,"High school graduate, diploma or the equivalent (for example: GED)"
175,Female,Gay/Lesbian,15,White non-Hispanic,Normal weight,Yes,No,No,0,Yes,"Some high school, no diploma"
176,Male,Straight,26,Turkish,Overweight,Yes,Yes,No,3,Yes,Master’s degree
177,Male,Straight,28,Asian,Overweight,Yes,No,No,10,Yes,Master’s degree
178,Male,Straight,23,White non-Hispanic,Overweight,Yes,No,No,10,Yes,"High school graduate, diploma or the equivalent (for example: GED)"
179,Male,Gay/Lesbian,26,White non-Hispanic,Overweight,Yes,No,No,0,No,Associate degree
180,Male,Straight,27,White non-Hispanic,Normal weight,Yes,No,Yes and I have,15,No,Master’s degree
181,Male,Straight,26,White non-Hispanic,Normal weight,Yes,No,Yes but I haven't,10,No,Bachelor’s degree
182,Male,Straight,35,Asian,Normal weight,Yes,Yes,No,2,Yes,"Some college, no degree"
183,Male,Straight,31,White non-Hispanic,Obese,Yes,No,No,3,No,"Some college, no degree"
184,Male,Straight,57,White non-Hispanic,Normal weight,No,No,No,0,No,Trade/technical/vocational training
185,Male,Straight,25,Hispanic (of any race),Normal weight,No,No,Yes and I have,0,Yes,Bachelor’s degree
186,Male,Straight,25,White non-Hispanic,Normal weight,Yes,No,No,0,Yes,"High school graduate, diploma or the equivalent (for example: GED)"
187,Male,Gay/Lesbian,25,White non-Hispanic,Overweight,Yes,No,No,6,Yes,"High school graduate, diploma or the equivalent (for example: GED)"
188,Female,Bisexual,22,White non-Hispanic,Normal weight,No,No,No,0,Yes,"Some college, no degree"
189,Female,Straight,23,Asian,Underweight,Yes,No,No,0,Yes,Bachelor’s degree
190,Female,Straight,21,White non-Hispanic,Normal weight,No,No,No,16,No,Associate degree
191,Male,Straight,33,White non-Hispanic,Normal weight,Yes,No,No,1,Yes,"High school graduate, diploma or the equivalent (for example: GED)"
192,Male,Straight,18,Asian,Normal weight,Yes,No,No,5,No,"Some college, no degree"
193,Male,Straight,27,White non-Hispanic,Underweight,Yes,Yes,No,1,Yes,Bachelor’s degree
194,Male,Straight,21,White non-Hispanic,Overweight,Yes,No,Yes but I haven't,1,Yes,"High school graduate, diploma or the equivalent (for example: GED)"
195,Male,Straight,20,White non-Hispanic,Normal weight,No,No,Yes and I have,0,No,"High school graduate, diploma or the equivalent (for example: GED)"
196,Male,Straight,23,White non-Hispanic,Normal weight,Yes,No,No,0,No,Bachelor’s degree
197,Male,Straight,29,Asian,Obese,Yes,No,Yes but I haven't,0,No,Bachelor’s degree
198,Male,Straight,23,Asian,Normal weight,Yes,Yes,Yes but I haven't,2,Yes,Bachelor’s degree
199,Female,Straight,26,White non-Hispanic,Overweight,Yes,No,Yes but I haven't,0,No,"High school graduate, diploma or the equivalent (for example: GED)"
200,Male,Straight,22,White non-Hispanic,Normal weight,Yes,No,No,0,Yes,"Some college, no degree"
201,Male,Straight,23,Indian,Underweight,Yes,No,Yes but I haven't,3,Yes,Bachelor’s degree
202,Male,Straight,27,White non-Hispanic,Overweight,Yes,No,Yes but I haven't,6,Yes,"Some high school, no diploma"
203,Male,Straight,24,White non-Hispanic,Normal weight,Yes,No,No,0,Yes,"High school graduate, diploma or the equivalent (for example: GED)"
204,Male,Straight,28,White non-Hispanic,Normal weight,No,Yes,Yes but I haven't,3,Yes,Master’s degree
205,Male,Straight,19,White non-Hispanic,Overweight,Yes,Yes,Yes but I haven't,10,No,Trade/technical/vocational training
206,Male,Straight,24,Black,Underweight,No,No,Yes but I haven't,4,Yes,Bachelor’s degree
207,Male,Straight,25,White non-Hispanic,Normal weight,No,No,Yes but I haven't,30,No,Bachelor’s degree
208,Male,Straight,18,White non-Hispanic,Normal weight,Yes,Yes,No,0,No,"High school graduate, diploma or the equivalent (for example: GED)"
209,Male,Straight,27,White non-Hispanic,Underweight,No,No,No,13,No,"High school graduate, diploma or the equivalent (for example: GED)"
210,Female,Gay/Lesbian,35,Black,Obese,No,No,No,3,Yes,"Some college, no degree"
211,Male,Straight,19,White non-Hispanic,Normal weight,Yes,No,No,6,Yes,"High school graduate, diploma or the equivalent (for example: GED)"
212,Female,Bisexual,21,White non-Hispanic,Normal weight,No,Yes,No,7,Yes,Bachelor’s degree
213,Female,Straight,30,White non-Hispanic,Overweight,Yes,No,Yes but I haven't,0,No,Bachelor’s degree
214,Male,Straight,18,Native american,Normal weight,Yes,No,Yes but I haven't,0,Yes,"High school graduate, diploma or the equivalent (for example: GED)"
